UNIQUE_ID,yyyy,varName,varValue,varDate,shiftEast,shiftNorth
9347110101,2002,SSTaMax,1.7699999809265137,1212,0,0
9347110100,2002,SSTaMax,1.7999999523162842,1212,0,0
9355110126,2002,SSTaMax,1.709999918937683,1212,0,0
9355110127,2002,SSTaMax,1.75,1212,0,0
9355110128,2002,SSTaMax,1.75,1212,0,0
9355110122,2002,SSTaMax,1.709999918937683,1212,0,0
9355110124,2002,SSTaMax,1.75,1212,0,0
9355110125,2002,SSTaMax,1.6799999475479126,1212,0,0
9355110123,2002,SSTaMax,1.75,1212,0,0
9373110100,2002,SSTaMax,1.5799999237060547,1212,0,0
9371110101,2002,SSTaMax,1.5199999809265137,1212,0,0
9376110102,2002,SSTaMax,1.4399999380111694,1212,0,0
10551110104,2002,SSTaMax,1.5,1212,0,0
10551110103,2002,SSTaMax,1.4900000095367432,1212,0,0
10545110132,2002,SSTaMax,1.399999976158142,1212,0,0
10550110100,2002,SSTaMax,1.4299999475479126,1212,0,0
10543110109,2002,SSTaMax,1.3600000143051147,1212,0,0
10456110104,2002,SSTaMax,1.2899999618530273,1212,0,0
10456110103,2002,SSTaMax,1.2899999618530273,1212,0,0
10541110103,2002,SSTaMax,1.3299999237060547,1212,0,0
10541110104,2002,SSTaMax,1.2999999523162842,1212,0,0
10541110102,2002,SSTaMax,1.2999999523162842,1212,0,0
10457110102,2002,SSTaMax,1.2799999713897705,1212,0,0
10541110105,2002,SSTaMax,1.2899999618530273,1212,0,0
10542110103,2002,SSTaMax,1.2699999809265137,1212,0,0
10542110102,2002,SSTaMax,1.2699999809265137,1212,0,0
10460110103,2002,SSTaMax,1.2699999809265137,1212,0,0
10460110102,2002,SSTaMax,1.2699999809265137,1212,0,0
10459110103,2002,SSTaMax,1.2599999904632568,1212,0,0
10459110104,2002,SSTaMax,1.2599999904632568,1212,0,0
10544110102,2002,SSTaMax,1.2400000095367432,1212,0,0
10497110104,2002,SSTaMax,1.3600000143051147,131,0,0
10500110102,2002,SSTaMax,1.3600000143051147,131,0,0
10538110100,2002,SSTaMax,1.3700000047683716,131,0,0
10303110105,2002,SSTaMax,1.3600000143051147,131,0,0
10534110100,2002,SSTaMax,1.3799999952316284,131,0,0
10325110101,2002,SSTaMax,1.3799999952316284,131,0,0
9027110100,2002,SSTaMax,1.649999976158142,1212,0,0
9074110100,2002,SSTaMax,1.6299999952316284,1212,0,0
9030110100,2002,SSTaMax,1.649999976158142,1212,0,0
9160110101,2002,SSTaMax,1.7400000095367432,1212,0,0
9162110100,2002,SSTaMax,1.6999999284744263,1212,0,0
9173110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9034110100,2002,SSTaMax,1.6799999475479126,1212,0,0
9041110100,2002,SSTaMax,1.6699999570846558,1212,0,0
9160110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9156110100,2002,SSTaMax,1.6999999284744263,1212,0,0
9175110100,2002,SSTaMax,1.75,1212,0,0
9160110102,2002,SSTaMax,1.7699999809265137,1212,0,0
9075110100,2002,SSTaMax,1.6699999570846558,1212,0,0
9157110100,2002,SSTaMax,1.6999999284744263,1212,0,0
9071110100,2002,SSTaMax,1.6699999570846558,1212,0,0
9076110100,2002,SSTaMax,1.6699999570846558,1212,0,0
9062110102,2002,SSTaMax,1.6699999570846558,1212,0,0
9045110100,2002,SSTaMax,1.6699999570846558,1212,0,0
9062110101,2002,SSTaMax,1.659999966621399,1212,0,0
9072110100,2002,SSTaMax,1.6699999570846558,1212,0,0
9070110100,2002,SSTaMax,1.6699999570846558,1212,0,0
9025110100,2002,SSTaMax,1.709999918937683,1212,0,0
9062110100,2002,SSTaMax,1.659999966621399,1212,0,0
9067110100,2002,SSTaMax,1.709999918937683,1212,0,0
9201110100,2002,SSTaMax,1.8299999237060547,1212,0,0
9023110100,2002,SSTaMax,1.709999918937683,1212,0,0
9079110100,2002,SSTaMax,1.75,1212,0,0
9055110100,2002,SSTaMax,1.6999999284744263,1212,0,0
9078110100,2002,SSTaMax,1.75,1212,0,0
9053110100,2002,SSTaMax,1.6999999284744263,1212,0,0
9225110100,2002,SSTaMax,1.8299999237060547,1212,0,0
9052110100,2002,SSTaMax,1.6999999284744263,1212,0,0
9077110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9202110100,2002,SSTaMax,1.8399999141693115,1212,0,0
9226110100,2002,SSTaMax,1.8299999237060547,1212,0,0
9232110100,2002,SSTaMax,1.7699999809265137,1212,0,0
9020110100,2002,SSTaMax,1.709999918937683,1212,0,0
9064110100,2002,SSTaMax,1.6899999380111694,1212,0,0
9217110100,2002,SSTaMax,1.8399999141693115,1212,0,0
9193110100,2002,SSTaMax,1.7999999523162842,1212,0,0
9068110100,2002,SSTaMax,1.709999918937683,1212,0,0
9073110101,2002,SSTaMax,1.7599999904632568,1212,0,0
9073110100,2002,SSTaMax,1.7899999618530273,1212,0,0
9228110101,2002,SSTaMax,1.8700000047683716,1212,0,0
9056110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9063110100,2002,SSTaMax,1.75,1212,0,0
9049110101,2002,SSTaMax,1.7300000190734863,1212,0,0
9231110100,2002,SSTaMax,1.8299999237060547,1212,0,0
9016110100,2002,SSTaMax,1.6899999380111694,1212,0,0
9031110100,2002,SSTaMax,1.7400000095367432,1212,0,0
9024110100,2002,SSTaMax,1.71999990940094,1212,0,0
9049110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9043110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9017110100,2002,SSTaMax,1.6899999380111694,1212,0,0
9228110100,2002,SSTaMax,1.8299999237060547,1212,0,0
9069110101,2002,SSTaMax,1.7599999904632568,1212,0,0
9205110100,2002,SSTaMax,1.8799999952316284,1212,0,0
9011110100,2002,SSTaMax,1.649999976158142,1212,0,0
9069110100,2002,SSTaMax,1.7599999904632568,1212,0,0
9069110102,2002,SSTaMax,1.75,1212,0,0
9209110100,2002,SSTaMax,1.8799999952316284,1212,0,0
9203110100,2002,SSTaMax,1.8799999952316284,1212,0,0
9058110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9013110100,2002,SSTaMax,1.649999976158142,1212,0,0
9060110100,2002,SSTaMax,1.75,1212,0,0
9018110100,2002,SSTaMax,1.6899999380111694,1212,0,0
9050110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9042110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9037110100,2002,SSTaMax,1.7400000095367432,1212,0,0
9200110100,2002,SSTaMax,1.909999966621399,1212,0,0
9210110100,2002,SSTaMax,1.909999966621399,1212,0,0
9040110100,2002,SSTaMax,1.7300000190734863,1212,0,0
9028110100,2002,SSTaMax,1.7400000095367432,1212,0,0
9015110104,2002,SSTaMax,1.709999918937683,1212,0,0
9206110101,2002,SSTaMax,1.909999966621399,1212,0,0
9214110102,2002,SSTaMax,1.909999966621399,1212,0,0
9223110100,2002,SSTaMax,1.909999966621399,1212,0,0
9065110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9214110101,2002,SSTaMax,1.909999966621399,1212,0,0
9195110100,2002,SSTaMax,1.8899999856948853,1212,0,0
9213110100,2002,SSTaMax,1.909999966621399,1212,0,0
9036110100,2002,SSTaMax,1.7599999904632568,1212,0,0
9191110100,2002,SSTaMax,1.8899999856948853,1212,0,0
9224110100,2002,SSTaMax,1.909999966621399,1212,0,0
9035110100,2002,SSTaMax,1.7599999904632568,1212,0,0
9022110100,2002,SSTaMax,1.75,1212,0,0
9233110100,2002,SSTaMax,1.809999942779541,1212,0,0
9221110100,2002,SSTaMax,1.909999966621399,1212,0,0
9234110100,2002,SSTaMax,1.7699999809265137,1212,0,0
9057110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9204110100,2002,SSTaMax,1.909999966621399,1212,0,0
9046110100,2002,SSTaMax,1.7699999809265137,1212,0,0
9051110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9229110100,2002,SSTaMax,1.8499999046325684,1212,0,0
9033110100,2002,SSTaMax,1.7599999904632568,1212,0,0
9188110100,2002,SSTaMax,1.8799999952316284,1212,0,0
9044110100,2002,SSTaMax,1.7699999809265137,1212,0,0
9211110105,2002,SSTaMax,1.909999966621399,1212,0,0
9211110106,2002,SSTaMax,1.909999966621399,1212,0,0
9066110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9211110107,2002,SSTaMax,1.909999966621399,1212,0,0
9061110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9197110101,2002,SSTaMax,1.909999966621399,1212,0,0
9120110100,2002,SSTaMax,1.8399999141693115,1212,0,0
9029110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9019110100,2002,SSTaMax,1.6899999380111694,1212,0,0
9222110102,2002,SSTaMax,1.909999966621399,1212,0,0
9059110100,2002,SSTaMax,1.8199999332427979,1212,0,0
9009110100,2002,SSTaMax,1.6399999856948853,1212,0,0
9227110103,2002,SSTaMax,1.8899999856948853,1212,0,0
9197110100,2002,SSTaMax,1.9199999570846558,1212,0,0
9039110100,2002,SSTaMax,1.7999999523162842,1212,0,0
9183110100,2002,SSTaMax,1.899999976158142,1212,0,0
9194110100,2002,SSTaMax,1.9199999570846558,1212,0,0
9098110100,2002,SSTaMax,1.8199999332427979,1212,0,0
9047110100,2002,SSTaMax,1.7999999523162842,1212,0,0
9054110100,2002,SSTaMax,1.7999999523162842,1212,0,0
9181110100,2002,SSTaMax,1.899999976158142,1212,0,0
9026110100,2002,SSTaMax,1.7400000095367432,1212,0,0
9048110100,2002,SSTaMax,1.7999999523162842,1212,0,0
9227110104,2002,SSTaMax,1.8899999856948853,1212,0,0
9235110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9111110100,2002,SSTaMax,1.8499999046325684,1212,0,0
9219110103,2002,SSTaMax,1.909999966621399,1212,0,0
9219110102,2002,SSTaMax,1.909999966621399,1212,0,0
9189110100,2002,SSTaMax,1.9199999570846558,1212,0,0
9100110100,2002,SSTaMax,1.8199999332427979,1212,0,0
9021110100,2002,SSTaMax,1.7400000095367432,1212,0,0
9227110102,2002,SSTaMax,1.8499999046325684,1212,0,0
9114110100,2002,SSTaMax,1.8499999046325684,1212,0,0
9192110100,2002,SSTaMax,1.9199999570846558,1212,0,0
9038110100,2002,SSTaMax,1.7999999523162842,1212,0,0
9274110100,2002,SSTaMax,1.7699999809265137,1212,0,0
9274110102,2002,SSTaMax,1.7699999809265137,1212,0,0
9274110101,2002,SSTaMax,1.7799999713897705,1212,0,0
9215110100,2002,SSTaMax,1.9299999475479126,1212,0,0
9118110100,2002,SSTaMax,1.8799999952316284,1212,0,0
9032110100,2002,SSTaMax,1.7799999713897705,1212,0,0
9196110100,2002,SSTaMax,1.9199999570846558,1212,0,0
9220110100,2002,SSTaMax,1.909999966621399,1212,0,0
9110110100,2002,SSTaMax,1.8499999046325684,1212,0,0
9199110100,2002,SSTaMax,1.9299999475479126,1212,0,0
9010110100,2002,SSTaMax,1.6100000143051147,1212,0,0
9101110100,2002,SSTaMax,1.8299999237060547,1212,0,0
