"SITE_ID","SITE","LONGITUDE","LATITUDE","MMM","DHWmax2016","DHWmax2017"
1,"Agincourt Reef Number 3",145.82125,-15.990415,28.7002773284912,6.05999986454844,7.85999982431531
3,"Cleveland Bay",146.88129,-19.15572,28.8184089660645,5.53999987617135,7.79999982565641
4,"Davies Reef",147.64813967,-18.8211172690909,28.3911838531494,2.29999994859099,4.60999989695847
6,"Hardy Reef",149.18283,-19.74533,28.1726093292236,1.70999996177852,2.25999994948506
7,"Myrmidon Reef",147.381304516667,-18.260430145,28.4907169342041,7.23999983817339,7.45999983325601
9,"Orpheus Island",146.570036666667,-18.6674433333333,28.7100391387939,2.66999994032085,9.33999979123473
742,"AIMS Wharf WS",147.05878,-19.276941,28.7427768707275,5.31999988108873,6.18999986164272
743,"Rib Reef",146.87581675,-18.4819693370833,28.4928874969482,2.49999994412065,7.43999983370304
747,"John Brewer",147.0630986,-18.632479945,28.4958000183105,1.91999995708466,5.69999987259507
856,"Cattle Bay",146.482425333333,-18.5717605714286,28.7894134521484,2.68999993987381,9.27999979257584
857,"Raine Island",144.030998333333,-11.5897603333333,28.4719619750977,10.1999997720122,9.16999979503453
858,"Tydeman Cay",144.501653333333,-13.9714666666667,28.5667190551758,7.75999982655048,10.5799997635186
859,"Coconut Beach Reef",145.46763,-16.10363,28.8469791412354,2.45999994501472,11.0099997539073
860,"Black Rocks Reef",145.48715,-16.24445,28.8573741912842,2.42999994568527,11.4299997445196
863,"Kelso Reef",146.99049732,-18.4413760566667,28.453405380249,3.51999992132187,7.63999982923269
865,"Hayman Island",148.887638333333,-20.04660334,28.2230472564697,3.35999992489815,5.82999986968935
866,"Daydream Island",148.81215,-20.25575,28.2063732147217,2.30999994836748,6.20999986119568
867,"Pioneer Bay",146.48399,-18.6026235,28.7939834594727,2.52999994345009,8.86999980174005
868,"Pelorus Island",146.48821675,-18.5444043333333,28.7851238250732,2.67999994009733,9.30999979190528
871,"Norman Reef",145.994165,-16.425835,28.6930999755859,6.20999986119568,10.4499997664243
876,"Dip Reef",147.451315,-18.4006616475,28.4444751739502,6.27999985963106,6.79999984800816
879,"Florence Bay",146.88085,-19.12235,28.7949161529541,5.0499998871237,7.66999982856214
893,"East Cay",152.566493333333,-21.4706566666667,27.6483211517334,0,1.78999995999038
896,"Turner Cay",152.56141,-21.70453,27.5128803253174,0.159999996423721,1.39999996870756
898,"Wallace Islet",143.033585,-11.4411,29.1174259185791,11.9899997320026,3.41999992355704
902,"Green Island, Qld",145.973187666667,-16.7669642325,28.752534866333,3.66999991796911,11.0799997523427
904,"Hay Point",149.30833,-21.25333,28.2027206420898,2.51999994367361,5.40999987907708
905,"Abbott Point",148.086325,-19.858225,28.4257202148438,4.91999989002943,7.06999984197319
907,"Lucinda",146.38408,-18.52108,28.8657970428467,3.13999992981553,9.00999979861081
910,"Night Island",143.58026,-13.169045,28.7785091400146,9.46999978832901,11.459999743849
913,"Sand Bank No7",143.972113333333,-13.43613,28.5245990753174,9.16999979503453,11.1799997501075
915,"Low Isles",145.562211,-16.3832376766667,28.8764266967773,2.61999994143844,11.5399997420609
919,"Mourilyan",146.123869,-17.599839,28.8183441162109,2.13999995216727,9.25999979302287
923,"Geoffrey Bay",146.865437,-19.1550528571429,28.8184089660645,5.53999987617135,7.79999982565641
924,"Nelly Bay",146.847965,-19.171835,28.8304042816162,5.87999986857176,8.70999980531633
926,"Middle Reef",146.8209,-19.20112,28.8429050445557,7.15999983996153,9.1299997959286
929,"Cape Flattery",145.311517,-14.952214,28.7313137054443,6.13999986276031,8.65999980643392
931,"Moore Reef",146.2350811,-16.8497891625,28.6509799957275,3.71999991685152,10.9899997543544
933,"Osprey Reef",146.55017,-13.84925,28.7011127471924,11.7999997362494,11.5699997413903
942,"Arlington Reef",146.09889,-16.66042453,28.6847724914551,4.34999990276992,10.899999756366
963,"21-583 Reef",152.657905,-21.93985,27.437801361084,0.359999991953373,1.20999997295439
981,"North East Herald Cay",149.35333,-17.14194,28.2821674346924,9.93999977782369,8.76999980397522
986,"Pine Island",148.88837,-20.37798,28.1875610351562,2.06999995373189,5.98999986611307
988,"Double Cone",148.72185,-20.104865,28.2350082397461,3.51999992132187,8.09999981895089
990,"Seaforth Island",149.03894,-20.46845,28.1589832305908,2.37999994680285,5.97999986633658
992,"Dent Island",148.93822,-20.34498,28.1718597412109,2.08999995328486,6.06999986432493
994,"Wilkie Island",143.64057,-13.779125,29.0324325561523,9.43999978899956,11.9199997335672
996,"NE Lihou Reef (Turtle Islet)",151.998414,-17.113628,28.0993747711182,4.52999989874661,10.1699997726828
1001,"Yonge Reef",145.614135,-14.576965,28.5843372344971,11.4899997431785,8.92999980039895
1005,"Dunk Island",146.14613,-17.9262977666667,28.9391651153564,1.719999961555,7.72999982722104
1007,"Nth Barnards (Jesse Is)",146.17443,-17.671985,28.8264007568359,2.05999995395541,8.86999980174005
1009,"High Island",146.010927666667,-17.16303,28.7762260437012,2.42999994568527,11.0299997534603
1011,"Fitzroy Island",145.993006666667,-16.9262233333333,28.7697849273682,3.14999992959201,11.1099997516721
1013,"Frankland Islands",146.083185,-17.215985,28.7799549102783,2.44999994523823,10.6599997617304
1021,"South West Herald Cay",149.13205,-16.9803,28.3574199676514,8.88999980129302,7.47999983280897
1032,"Willis Island",149.963455,-16.28797,28.3893871307373,10.3799997679889,8.07999981939793
1037,"Pandora Reef",146.4330500375,-18.81349537125,28.9471168518066,4.04999990947545,8.51999980956316
1045,"Snapper Island North",145.496637333333,-16.292055,28.8702869415283,2.4099999461323,11.6499997396022
1047,"Chicken Reef",147.72082664,-18.65317266,28.3738403320312,4.09999990835786,5.35999988019466
1057,"Hook Island",148.88715,-20.168117,28.195686340332,2.98999993316829,6.63999985158443
1058,"Shute and Tancred Islands",148.798283,-20.30085,28.2128257751465,2.15999995172024,5.90999986790121
1059,"King Reef",146.158933,-17.774417,28.8628025054932,1.97999995574355,8.53999980911613
1060,"Northeast Reef",146.494806666667,-18.571782,28.7894134521484,2.68999993987381,9.27999979257584
1061,"Goble Reef",150.49053,-20.764715,27.934549331665,0.799999982118607,3.48999992199242
1062,"20-344 Reef",150.89206,-20.772025,27.7934474945068,0.869999980553985,2.75999993830919
1066,"Lady Elliot Reef",146.332755,-18.680005,28.9000225067139,4.25999990478158,9.20999979414046
1070,"Flinders Reef",148.4480485,-17.7148235,28.3670330047607,5.51999987661839,5.19999988377094
1075,"Havannah Island",146.541396666667,-18.844209998,28.8561782836914,3.46999992243946,8.84999980218709
1121,"Marion Reef",152.38937,-19.0957,27.8218193054199,4.56999989785254,7.55999983102083
1122,"Holmes Reef",147.872417,-16.46743,28.5097599029541,9.62999978475273,6.77999984845519
1123,"Bougainville Reef",147.117747,-15.487705,28.6096324920654,10.6499997619539,10.1899997722358
1125,"Elusive Reef",152.7647,-21.1036,27.8455142974854,0.939999978989363,5.23999988287687
1166,"Lizard Island",145.452672766667,-14.68621109,28.5722579956055,8.6099998075515,8.65999980643392
1995,"Linnet Reef",145.345160333333,-14.7810994533333,28.6534824371338,7.75999982655048,10.0599997751415
1996,"North Direction Island",145.46289705,-14.6701187375,28.5722579956055,8.6099998075515,8.65999980643392
2015,"Thetford Reef",146.1971122,-16.7991574825,28.6591415405273,4.15999990701675,10.9799997545779
2256,"Chinaman Reef",152.663654433333,-22.0011866666667,27.4195213317871,0.539999987930059,1.0899999756366
2257,"Snake Reef",152.1698701,-22.0229544433333,27.5975818634033,0.359999991953373,3.3899999242276
2295,"Cherepo",142.27991,-10.68933,29.1618785858154,8.50999980978668,0.449999989941716
2560,"19-131 Reef",149.379455,-19.76484334,28.1167182922363,1.50999996624887,2.05999995395541
2561,"19-138 Reef",149.4269522,-19.8053822,28.1055679321289,1.67999996244907,2.57999994233251
