"SITE_ID","SITE","LONGITUDE","LATITUDE","MMM","DHWmax2016","DHWmax2017"
2562,"19-159 Reef",149.91490665,-19.664497495,27.9284610748291,3.00999993272126,2.8699999358505
2563,"Hyde Reef",150.081595,-19.74224,27.9016666412354,3.12999993003905,3.79999991506338
2564,"20-104 Reef",149.69325,-20.02861001,28.0817966461182,0.849999981001019,2.1799999512732
2565,"Langford Island",148.880655,-20.0850533433333,28.2076435089111,3.29999992623925,6.30999985896051
2566,"Rebe Reef",150.155555,-19.793445,27.8631343841553,3.13999992981553,5.54999987594783
2567,"Border Island",149.03483,-20.17643,28.13649559021,3.21999992802739,6.70999985001981
2681,"Small Lagoon Reef",152.52498,-21.86735,27.5047225952148,0.329999992623925,1.23999997228384
2682,"21-245 Reef",152.4445,-21.297225,27.7494792938232,0,3.36999992467463
2683,"21-278 Reef",152.5502,-21.10853,27.7812347412109,0.289999993517995,4.42999990098178
2684,"21-296 Reef",152.56557,-21.32832,27.728494644165,0,2.80999993719161
2685,"21-062 Reef",150.853575,-21.027265,27.8630638122559,0.469999989494681,3.22999992780387
2686,"21-139 Reef",151.4654,-21.454965,27.6921100616455,0.639999985694885,3.90999991260469
2687,"21-187 Reef",151.63989,-21.40631,27.655158996582,0.30999999307096,2.34999994747341
2688,"Mackay Reef",145.65257915,-16.041170835,28.7853927612305,3.22999992780387,8.77999980375171
2689,"St Crispin Reef",145.844724433333,-16.072380835,28.706600189209,5.9699998665601,8.39999981224537
2690,"Opal Reef",145.9045074,-16.20367073,28.6838970184326,6.80999984778464,9.43999978899956
2691,"Michaelmas Reef",146.0476995,-16.5500439766667,28.6897087097168,4.61999989673495,10.3299997691065
2692,"Peart Reef",146.402737733333,-17.4670525025,28.7074108123779,2.27999994903803,8.63999980688095
2693,"Feather Reef",146.3896004,-17.5184804025,28.717960357666,2.29999994859099,8.90999980084598
2700,"Horseshoe Reef",152.604505,-22.0195833333333,27.4369277954102,0.529999988153577,1.07999997586012
2701,"Hedley Reef",146.4765922,-17.2240322133333,28.6972465515137,3.14999992959201,7.9799998216331
2702,"McCulloch Reef",146.4648083,-17.283718305,28.7012996673584,3.0999999307096,8.19999981671572
2703,"Farquharson Reef",146.53195415,-17.7903544466667,28.6713676452637,2.45999994501472,8.15999981760979
2704,"Taylor Reef",146.570749433333,-17.81162,28.6572799682617,2.31999994814396,7.60999982990324
2705,"Roxburgh Reef",147.059303,-18.428327,28.4444942474365,4.99999988824129,7.53999983146787
2706,"Fore And Aft Reef",147.05423,-18.47583,28.4461860656738,3.53999992087483,7.35999983549118
2707,"Helix Reef",146.787156633333,-18.0670583233333,28.5791988372803,3.0399999320507,6.95999984443188
2708,"Grub Reef",147.43298,-18.62144,28.4229679107666,3.59999991953373,5.54999987594783
2709,"Knife Reef",147.5765547,-18.57139455,28.3881988525391,4.9399998895824,6.14999986253679
2710,"Centipede Reef",147.55398,-18.732358165,28.3842334747314,2.98999993316829,4.95999988913536
2711,"Tern Reef",150.027658166666,-20.9006666666667,28.0754337310791,1.9499999564141,4.00999991036952
2712,"Pompey Reef",150.5469935,-20.956855,27.9337196350098,0.839999981224537,4.37999990209937
2713,"Penrith Reef",149.88752165,-21.003159155,28.0913677215576,1.98999995552003,4.86999989114702
2714,"21-591 Reef",150.380733,-21.02662,27.9905815124512,1.13999997451901,4.28999990411103
2715,"21-550 Reef",152.311845,-21.95411,27.5637149810791,0.34999999217689,2.6999999396503
2760,"Gannet Cay Reef",152.47417,-21.97837,27.5186462402344,0.34999999217689,1.24999997206032
2842,"Martin",145.29778665,-14.60423996,28.6332530975342,8.49999981001019,10.7999997586012
2844,"No Name",145.6453333,-14.62786666,28.5695781707764,11.3599997460842,9.19999979436398
3020,"Bedarra Island",146.148058,-18.009533,28.9710445404053,1.9499999564141,7.55999983102083
3123,"Hastings Reef",146.021972333333,-16.50130574,28.6790924072266,5.28999988175929,10.2499997708946
3140,"Repulse",148.8625,-20.57793,28.2388515472412,1.49999996647239,5.40999987907708
3340,"Holbourne Island East",148.3645335,-19.7335085,28.3323631286621,3.25999992713332,6.40999985672534
3341,"Camp Island East",147.905167,-19.8508,28.4190349578857,5.53999987617135,7.54999983124435
3460,"Lagoon Reef",143.73994,-12.392445,28.5454902648926,7.87999982386827,6.16999986208975
3480,"Curd Reef",143.511235,-12.584975,28.7502632141113,7.82999982498586,6.63999985158443
3500,"Moore Reef-Coral Sea",149.15158,-15.88657,28.548807144165,9.44999978877604,7.48999983258545
3702,"Agincourt Reef Number 1",145.86699135,-16.03908013,28.6780128479004,7.0599998421967,7.95999982208014
