UNIQUE_ID,yyyy,varName,varValue,varDate,shiftEast,shiftNorth
9347110101,2016,SSTaMax,2.4600000381469727,311,0,0
9347110100,2016,SSTaMax,2.509999990463257,311,0,0
9355110126,2016,SSTaMax,2.450000047683716,311,0,0
9355110127,2016,SSTaMax,2.5199999809265137,311,0,0
9355110128,2016,SSTaMax,2.5199999809265137,311,0,0
9355110122,2016,SSTaMax,2.450000047683716,311,0,0
9355110124,2016,SSTaMax,2.5199999809265137,311,0,0
9355110125,2016,SSTaMax,2.379999876022339,311,0,0
9355110123,2016,SSTaMax,2.549999952316284,311,0,0
9373110100,2016,SSTaMax,2.700000047683716,303,0,0
9371110101,2016,SSTaMax,2.679999828338623,303,0,0
9376110102,2016,SSTaMax,2.6399998664855957,303,0,0
10551110104,2016,SSTaMax,2.549999952316284,306,0,0
10551110103,2016,SSTaMax,2.5399999618530273,306,0,0
10545110132,2016,SSTaMax,2.5999999046325684,303,0,0
10550110100,2016,SSTaMax,2.569999933242798,308,0,0
10543110109,2016,SSTaMax,2.569999933242798,311,0,0
10456110104,2016,SSTaMax,2.690000057220459,311,0,0
10456110103,2016,SSTaMax,2.690000057220459,311,0,0
10541110103,2016,SSTaMax,2.569999933242798,312,0,0
10541110104,2016,SSTaMax,2.569999933242798,312,0,0
10541110102,2016,SSTaMax,2.569999933242798,312,0,0
10457110102,2016,SSTaMax,2.7100000381469727,312,0,0
10541110105,2016,SSTaMax,2.5399999618530273,308,0,0
10542110103,2016,SSTaMax,2.569999933242798,312,0,0
10542110102,2016,SSTaMax,2.569999933242798,312,0,0
10460110103,2016,SSTaMax,2.7100000381469727,312,0,0
10460110102,2016,SSTaMax,2.7100000381469727,312,0,0
10459110103,2016,SSTaMax,2.7200000286102295,312,0,0
10459110104,2016,SSTaMax,2.7200000286102295,312,0,0
10544110102,2016,SSTaMax,2.5999999046325684,311,0,0
10497110104,2016,SSTaMax,2.75,303,0,0
10500110102,2016,SSTaMax,2.75,303,0,0
10538110100,2016,SSTaMax,2.759999990463257,311,0,0
10303110105,2016,SSTaMax,2.75,303,0,0
10534110100,2016,SSTaMax,2.799999952316284,303,0,0
10325110101,2016,SSTaMax,2.799999952316284,303,0,0
9027110100,2016,SSTaMax,2.7300000190734863,301,0,0
9074110100,2016,SSTaMax,2.5799999237060547,528,0,0
9030110100,2016,SSTaMax,2.7300000190734863,301,0,0
9160110101,2016,SSTaMax,2.490000009536743,306,0,0
9162110100,2016,SSTaMax,2.4800000190734863,528,0,0
9173110100,2016,SSTaMax,2.429999828338623,306,0,0
9034110100,2016,SSTaMax,2.75,306,0,0
9041110100,2016,SSTaMax,2.7300000190734863,306,0,0
9160110100,2016,SSTaMax,2.5199999809265137,528,0,0
9156110100,2016,SSTaMax,2.559999942779541,528,0,0
9175110100,2016,SSTaMax,2.4099998474121094,306,0,0
9160110102,2016,SSTaMax,2.4800000190734863,301,0,0
9075110100,2016,SSTaMax,2.5899999141693115,528,0,0
9157110100,2016,SSTaMax,2.559999942779541,528,0,0
9071110100,2016,SSTaMax,2.609999895095825,528,0,0
9076110100,2016,SSTaMax,2.5899999141693115,528,0,0
9062110102,2016,SSTaMax,2.609999895095825,528,0,0
9045110100,2016,SSTaMax,2.7300000190734863,306,0,0
9062110101,2016,SSTaMax,2.6499998569488525,306,0,0
9072110100,2016,SSTaMax,2.5899999141693115,528,0,0
9070110100,2016,SSTaMax,2.609999895095825,528,0,0
9025110100,2016,SSTaMax,2.809999942779541,306,0,0
9062110100,2016,SSTaMax,2.6499998569488525,306,0,0
9067110100,2016,SSTaMax,2.6599998474121094,306,0,0
9201110100,2016,SSTaMax,2.5299999713897705,306,0,0
9023110100,2016,SSTaMax,2.809999942779541,306,0,0
9079110100,2016,SSTaMax,2.5999999046325684,306,0,0
9055110100,2016,SSTaMax,2.75,303,0,0
9078110100,2016,SSTaMax,2.5999999046325684,306,0,0
9053110100,2016,SSTaMax,2.75,303,0,0
9225110100,2016,SSTaMax,2.490000009536743,301,0,0
9052110100,2016,SSTaMax,2.75,303,0,0
9077110100,2016,SSTaMax,2.619999885559082,306,0,0
9202110100,2016,SSTaMax,2.5299999713897705,301,0,0
9226110100,2016,SSTaMax,2.490000009536743,301,0,0
9232110100,2016,SSTaMax,2.440000057220459,306,0,0
9020110100,2016,SSTaMax,2.809999942779541,306,0,0
9064110100,2016,SSTaMax,2.690000057220459,306,0,0
9217110100,2016,SSTaMax,2.5199999809265137,301,0,0
9193110100,2016,SSTaMax,2.549999952316284,306,0,0
9068110100,2016,SSTaMax,2.6599998474121094,306,0,0
9073110101,2016,SSTaMax,2.7100000381469727,306,0,0
9073110100,2016,SSTaMax,2.679999828338623,306,0,0
9228110101,2016,SSTaMax,2.5199999809265137,301,0,0
