X,Y,GBR_NAME,FEAT_NAME,LEVEL_1,QLD_NAME,GBR_ID,LOC_NAME_L,longitude,latitude,SHAPE_AREA,UNIQUE_ID
143.476082646373,-12.4735262044441,Eel Reef,Reef,Reef,Eel Reef,12027A,Eel Reef (12-027a),143.476082646373214,-12.473526204444157,149.261431655497830,12027101104
143.21583364748,-12.3635154763289,U/N Reef,Reef,Reef,U/N Reef,12022,U/N Reef (12-022),143.215833647480451,-12.363515476328967,7.255195930237809,12022100104
143.498615592378,-12.4230942367617,Quoin Reef,Reef,Reef,Quion Reef,12027,Quoin Reef (12-027),143.498615592377661,-12.423094236761724,32.396699108070678,12027100104
143.371045865785,-12.4052395446147,U/N Cay,Cay,Island,U/N Cay,12027B,U/N Cay (12-027b),143.371045865784794,-12.405239544614656,0.044156645134675,12027102103
143.439919451505,-12.4893798645273,U/N Cay,Cay,Island,U/N Cay,12027C,U/N Cay (12-027c),143.439919451504835,-12.489379864527285,0.315458159349874,12027103103
143.474819750045,-12.5187474929411,U/N Cay,Cay,Island,U/N Cay,12027D,U/N Cay (12-027d),143.474819750045384,-12.518747492941118,0.557065783647630,12027104103
143.907516388778,-11.9950551861088,U/N Reef,Reef,Reef,U/N Reef,12028,U/N Reef (12-028),143.907516388778276,-11.995055186108845,0.126302580053563,12028100104
143.53959213109,-11.0134198566495,U/N Reef,Reef,Reef,U/N Reef,11316,U/N Reef (11-316),143.539592131090501,-11.013419856649474,0.361924034405338,11316100104
143.668973193281,-11.0419147988768,U/N Reef,Reef,Reef,U/N Reef,11317,U/N Reef (11-317),143.668973193280891,-11.041914798876784,1.474438748545057,11317100104
143.68515858355,-11.0367937997473,U/N Reef,Reef,Reef,U/N Reef,11318,U/N Reef (11-318),143.685158583549992,-11.036793799747276,0.077250163566591,11318100104
144.043616515237,-11.2925529507198,U/N Reef,Reef,Reef,,11312,U/N Reef (11-312),144.043616515236579,-11.292552950719752,0.019164735853823,11312100104
143.422272690475,-12.6623709935955,U/N Reef,Reef,Reef,U/N Reef,12082,U/N Reef (12-082),143.422272690474870,-12.662370993595520,0.120665319246047,12082100104
143.395580666978,-12.7117711757406,U/N Reef,Reef,Reef,U/N Reef,12083,U/N Reef (12-083),143.395580666978219,-12.711771175740589,0.321931368775175,12083100104
143.394583973795,-12.7419237028422,Lloyd Island,Island,Island,Lloyd Island,12084A,Lloyd Island (12-084a),143.394583973795392,-12.741923702842223,0.005789066487898,12084101102
143.395540618709,-12.7492067743527,U/N Island,Island,Island,U/N Island,12084B,U/N Island (12-084b),143.395540618708679,-12.749206774352746,0.047915542865674,12084102102
143.404879786494,-12.7582585759853,U/N Island,Island,Island,U/N Island,12084D,U/N Island (12-084d),143.404879786493780,-12.758258575985273,0.036025414049660,12084104102
143.475821649596,-12.7549936996607,U/N Cay,Cay,Island,U/N Cay,12085A,U/N Cay (12-085a),143.475821649596440,-12.754993699660737,0.022093647873717,12085101103
143.481770673668,-12.7547937891541,Hazelgrove Reefs,Reef,Reef,Hazelgrove Reefs,12085,Hazelgrove Reefs (12-085),143.481770673668137,-12.754793789154052,0.873698182271064,12085100104
143.481569225197,-12.7547922485553,U/N Cay,Cay,Island,U/N Cay,12085B,U/N Cay (12-085b),143.481569225196495,-12.754792248555262,0.027425367875672,12085102103
143.486188344231,-12.7528529570107,U/N Cay,Cay,Island,U/N Cay,12085C,U/N Cay (12-085c),143.486188344230698,-12.752852957010681,0.024416938458507,12085103103
143.802463680281,-12.7976250230466,U/N Reef,Reef,Reef,U/N Reef,12116,U/N Reef (12-116),143.802463680280596,-12.797625023046647,2.695531555220946,12116100104
143.615332675268,-12.8101073449018,Wye Reef,Reef,Reef,Wye Reef,12119,Wye Reef (12-119),143.615332675267837,-12.810107344901798,3.314857783219117,12119100104
143.793922955124,-12.8683291227538,U/N Reef,Reef,Reef,U/N Reef,12123,U/N Reef (12-123),143.793922955124287,-12.868329122753774,0.808019786683534,12123100104
143.596668396488,-12.8776721722396,U/N Cay,Cay,Island,U/N Cay,12124A,U/N Cay (12-124a),143.596668396488440,-12.877672172239556,0.003330575596995,12124101103
146.005786757858,-16.9229804216231,Little Fitzroy Island Reef,Reef,Reef,U/N Reef,16055,Little Fitzroy Island Reef (16-055),146.005786757857777,-16.922980421623084,0.105375212289654,16055100104
146.368583230624,-17.1970878302525,Coates Reef,Reef,Reef,Coates Reef,17011,Coates Reef (17-011),146.368583230624267,-17.197087830252496,4.307570996927472,17011100104
146.081149868386,-17.2156711657162,Grange Rock (No 1),Rock,Reef,Grange Rock,17012A,Grange Rock (No 1) (17-012a),146.081149868385808,-17.215671165716177,0.001236631087610,17012101108
143.480787152169,-11.9175526091731,Sir Charles Hardy Islands (No 2),Island,Island,Sir Charles Hardy Islands,11184B,Sir Charles Hardy Islands (No 2) (11-184b),143.480787152168858,-11.917552609173141,0.755949620036123,11184102102
143.496444982059,-11.9114760853847,Sir Charles Hardy Islands Reef,Reef,Reef,U/N Reef,11184C,Sir Charles Hardy Islands Reef (11-184c),143.496444982058676,-11.911476085384660,203.470269872023295,11184103104
143.207531152288,-11.927082888596,Sunday Reef,Reef,Reef,U/N Reef,11181,Sunday Reef (11-181),143.207531152288198,-11.927082888596004,0.777425272329629,11181100104
143.488585265241,-11.933917779853,Sir Charles Hardy Islands (No 3),Island,Island,Sir Charles Hardy Islands,11184D,Sir Charles Hardy Islands (No 3) (11-184d),143.488585265241284,-11.933917779853017,0.041116879048927,11184104102
144.070327092668,-11.7779054636969,Great Detached Reef (No 2),Reef,Reef,Great Detached Reef,11244B,Great Detached Reef (No 2) (11-244b),144.070327092668066,-11.777905463696891,40.538177703276126,11244102104
143.901605719173,-11.5453283387918,U/N Reef,Reef,Reef,U/N Reef,11207,U/N Reef (11-207),143.901605719172920,-11.545328338791805,3.828391646356586,11207100104
143.861782145264,-11.5588141922897,U/N Reef,Reef,Reef,U/N Reef,11208A,U/N Reef (11-208a),143.861782145263589,-11.558814192289731,0.692736991217565,11208101104
143.853032553649,-11.926991224811,U/N Reef,Reef,Reef,U/N Reef,11238,U/N Reef (11-238),143.853032553649172,-11.926991224811042,5.272749009100354,11238100104
143.864832079729,-11.5642138420835,U/N Reef,Reef,Reef,U/N Reef,11208B,U/N Reef (11-208b),143.864832079728842,-11.564213842083483,0.121985777882002,11208102104
143.692414756791,-11.0045981673624,U/N Reef,Reef,Reef,U/N Reef,11319,U/N Reef (11-319),143.692414756791379,-11.004598167362447,0.091798556715523,11319100104
143.709983564665,-11.0172456210986,U/N Reef,Reef,Reef,U/N Reef,11320,U/N Reef (11-320),143.709983564665151,-11.017245621098633,0.438255938667486,11320100104
143.751948597467,-11.0630848050081,U/N Reef,Reef,Reef,U/N Reef,11321,U/N Reef (11-321),143.751948597466765,-11.063084805008062,15.731564053967443,11321100104
143.809245836806,-11.0732795235812,U/N Reef,Reef,Reef,U/N Reef,11323,U/N Reef (11-323),143.809245836805559,-11.073279523581208,1.581023130961426,11323100104
142.833753654227,-11.4841253884664,U/N Reef,Reef,Reef,U/N Reef,11800,U/N Reef (11-800),142.833753654227110,-11.484125388466349,1.596272982674569,11800100104
143.175482095453,-11.9722092116805,Ethel Islet,Island,Island,Ethel Islet,11804,Ethel Islet (11-804),143.175482095453134,-11.972209211680537,0.006152765883433,11804100102
143.262064744675,-11.0575791647056,U/N Reef,Reef,Reef,U/N Reef,11315,U/N Reef (11-315),143.262064744674888,-11.057579164705631,0.663055160943832,11315100104
144.060688377448,-11.0795690434162,U/N Reef,Reef,Reef,U/N Reef,11324,U/N Reef (11-324),144.060688377448059,-11.079569043416219,0.322854739315478,11324100104
143.29982269697,-12.0396762804828,Haggerston Island,Island,Island,Haggerston Island,12001A,Haggerston Island (12-001a),143.299822696970068,-12.039676280482849,0.525750689356538,12001101102
143.297474393236,-12.0189434166255,U/N Cay,Cay,Island,U/N Cay,12001A,U/N Cay (12-001a),143.297474393236229,-12.018943416625458,0.011871861505460,12001101103
143.813380964763,-12.7575434281194,U/N Reef,Reef,Reef,U/N Reef,12114,U/N Reef (12-114),143.813380964762644,-12.757543428119426,11.046720094593226,12114100104
143.59875089368,-12.8805367202551,U/N Cay,Cay,Island,U/N Cay,12124B,U/N Cay (12-124b),143.598750893679522,-12.880536720255082,0.010504182732900,12124102103
143.851695643518,-13.0232651401013,U/N Cay,Cay,Island,U/N Cay,13002,U/N Cay (13-002),143.851695643517900,-13.023265140101319,0.047793809961676,13002100103
143.643108434383,-13.0514480120786,MacNamara Patch,Reef,Reef,MacNamara Patch,13008,MacNamara Patch (13-008),143.643108434383294,-13.051448012078595,0.055082107527153,13008100104
143.547087877916,-12.8857200627296,Rocky Island (West),Island,Island,Rocky Island,12125A,Rocky Island (West) (12-125a),143.547087877916368,-12.885720062729584,0.049589811175596,12125101102
143.603775323607,-12.8859721442681,Chapman Island,Island,Island,Chapman Island,12129,Chapman Island (12-129),143.603775323606982,-12.885972144268059,0.045653532114635,12129100102
143.600027929765,-12.8867297554016,Chapman Reef,Reef,Reef,U/N Reef,12129,Chapman Reef (12-129),143.600027929764792,-12.886729755401618,1.085170703415890,12129100104
143.597253617903,-12.8845442105756,U/N Cay,Cay,Island,U/N Cay,12129A,U/N Cay (12-129a),143.597253617903391,-12.884544210575582,0.037974149350566,12129101103
143.598998782708,-12.8886505086266,U/N Cay,Cay,Island,U/N Cay,12129B,U/N Cay (12-129b),143.598998782707923,-12.888650508626650,0.013247077148050,12129102103
143.657398056177,-12.9300074381173,U/N Cay,Cay,Island,U/N Cay,12133,U/N Cay (12-133),143.657398056176874,-12.930007438117343,0.047794644175825,12133100103
145.426794400891,-16.4028778376237,U/N Reef,Reef,Reef,U/N Reef,16008A,U/N Reef (16-008a),145.426794400890799,-16.402877837623748,1.007501402554881,16008101104
146.357674701903,-16.8575350925443,Pellowe Reef,Reef,Reef,Pellowe Reef,16070,Pellowe Reef (16-070),146.357674701902738,-16.857535092544257,8.142126883328531,16070100104
145.418970672986,-16.4244900080612,U/N Reef,Reef,Reef,U/N Reef,16009B,U/N Reef (16-009b),145.418970672985637,-16.424490008061259,0.545847937868200,16009102104
145.635246320707,-16.0148416243214,Spitfire Reefs (East),Reef,Reef,Spitfire Reefs,16012B,Spitfire Reefs (East) (16-012b),145.635246320707154,-16.014841624321399,1.763368163877779,16012102104
145.931661071154,-16.8699401089331,U/N Island,Island,Island,U/N Island,16100,U/N Island (16-100),145.931661071153655,-16.869940108933097,0.000104865465656,16100100102
