SITE_ID,SITE,yDay,TEMP,TEMP.es
2295,Cherepo,1,28.567537307739258,0.03981392830610275
2295,Cherepo,2,28.587535858154297,0.03981392830610275
2295,Cherepo,3,28.617536544799805,0.049813926219940186
2295,Cherepo,4,28.637537002563477,0.049813926219940186
2295,Cherepo,5,28.66753578186035,0.049813926219940186
2295,Cherepo,6,28.687536239624023,0.049813926219940186
2295,Cherepo,7,28.707536697387695,0.049813926219940186
2295,Cherepo,8,28.727537155151367,0.049813926219940186
2295,Cherepo,9,28.747535705566406,0.049813926219940186
2295,Cherepo,10,28.767536163330078,0.049813926219940186
2295,Cherepo,11,28.78753662109375,0.049813926219940186
2295,Cherepo,12,28.807537078857422,0.049813926219940186
2295,Cherepo,13,28.82753562927246,0.049813926219940186
2295,Cherepo,14,28.837535858154297,0.049813926219940186
2295,Cherepo,15,28.85753631591797,0.049813926219940186
2295,Cherepo,16,28.87753677368164,0.049813926219940186
2295,Cherepo,17,28.887537002563477,0.049813926219940186
2295,Cherepo,18,28.897537231445312,0.049813926219940186
2295,Cherepo,19,28.91753578186035,0.049813926219940186
2295,Cherepo,20,28.927536010742188,0.049813926219940186
2295,Cherepo,21,28.937536239624023,0.049813926219940186
2295,Cherepo,22,28.94753646850586,0.049813926219940186
2295,Cherepo,23,28.957536697387695,0.049813926219940186
2295,Cherepo,24,28.96753692626953,0.049813926219940186
2295,Cherepo,25,28.977537155151367,0.049813926219940186
2295,Cherepo,26,28.98753547668457,0.049813926219940186
2295,Cherepo,27,28.98753547668457,0.049813926219940186
2295,Cherepo,28,28.997535705566406,0.049813926219940186
2295,Cherepo,29,29.007535934448242,0.049813926219940186
2295,Cherepo,30,29.007535934448242,0.049813926219940186
2295,Cherepo,31,29.007535934448242,0.03981392830610275
2295,Cherepo,32,29.017536163330078,0.03981392830610275
2295,Cherepo,33,29.017536163330078,0.03981392830610275
2295,Cherepo,34,29.017536163330078,0.03981392830610275
2295,Cherepo,35,29.017536163330078,0.03981392830610275
2295,Cherepo,36,29.017536163330078,0.03981392830610275
2295,Cherepo,37,29.017536163330078,0.03981392830610275
2295,Cherepo,38,29.007535934448242,0.03981392830610275
2295,Cherepo,39,29.007535934448242,0.03981392830610275
2295,Cherepo,40,28.997535705566406,0.03981392830610275
2295,Cherepo,41,28.997535705566406,0.03981392830610275
2295,Cherepo,42,28.98753547668457,0.03981392830610275
2295,Cherepo,43,28.98753547668457,0.03981392830610275
2295,Cherepo,44,28.977537155151367,0.03981392830610275
2295,Cherepo,45,28.96753692626953,0.03981392830610275
2295,Cherepo,46,28.957536697387695,0.03981392830610275
2295,Cherepo,47,28.94753646850586,0.03981392830610275
2295,Cherepo,48,28.937536239624023,0.03981392830610275
2295,Cherepo,49,28.927536010742188,0.03981392830610275
2295,Cherepo,50,28.907535552978516,0.03981392830610275
2295,Cherepo,51,28.897537231445312,0.03981392830610275
2295,Cherepo,52,28.87753677368164,0.03981392830610275
2295,Cherepo,53,28.867536544799805,0.03981392830610275
2295,Cherepo,54,28.847536087036133,0.03981392830610275
2295,Cherepo,55,28.82753562927246,0.03981392830610275
2295,Cherepo,56,28.817535400390625,0.03981392830610275
2295,Cherepo,57,28.797536849975586,0.03981392830610275
2295,Cherepo,58,28.777536392211914,0.03981392830610275
2295,Cherepo,59,28.757535934448242,0.03981392830610275
2295,Cherepo,60,28.73753547668457,0.03981392830610275
2295,Cherepo,61,28.71753692626953,0.03981392830610275
2295,Cherepo,62,28.687536239624023,0.03981392830610275
2295,Cherepo,63,28.66753578186035,0.03981392830610275
2295,Cherepo,64,28.647537231445312,0.03981392830610275
2295,Cherepo,65,28.617536544799805,0.03981392830610275
2295,Cherepo,66,28.597536087036133,0.03981392830610275
2295,Cherepo,67,28.567537307739258,0.03981392830610275
2295,Cherepo,68,28.547536849975586,0.03981392830610275
2295,Cherepo,69,28.517536163330078,0.03981392830610275
2295,Cherepo,70,28.48753547668457,0.03981392830610275
2295,Cherepo,71,28.457536697387695,0.03981392830610275
2295,Cherepo,72,28.437536239624023,0.03981392830610275
2295,Cherepo,73,28.407535552978516,0.03981392830610275
2295,Cherepo,74,28.37753677368164,0.03981392830610275
2295,Cherepo,75,28.347536087036133,0.03981392830610275
2295,Cherepo,76,28.317537307739258,0.03981392830610275
2295,Cherepo,77,28.28753662109375,0.03981392830610275
2295,Cherepo,78,28.257535934448242,0.03981392830610275
2295,Cherepo,79,28.21753692626953,0.03981392830610275
2295,Cherepo,80,28.187536239624023,0.03981392830610275
2295,Cherepo,81,28.157535552978516,0.03981392830610275
2295,Cherepo,82,28.12753677368164,0.03981392830610275
2295,Cherepo,83,28.097536087036133,0.03981392830610275
2295,Cherepo,84,28.057537078857422,0.03981392830610275
2295,Cherepo,85,28.027536392211914,0.03981392830610275
2295,Cherepo,86,27.997535705566406,0.03981392830610275
2295,Cherepo,87,27.957536697387695,0.03981392830610275
2295,Cherepo,88,27.927536010742188,0.03981392830610275
2295,Cherepo,89,27.897537231445312,0.03981392830610275
2295,Cherepo,90,27.85753631591797,0.03981392830610275
2295,Cherepo,91,27.82753562927246,0.03981392830610275
2295,Cherepo,92,27.78753662109375,0.03981392830610275
2295,Cherepo,93,27.757535934448242,0.03981392830610275
2295,Cherepo,94,27.727537155151367,0.03981392830610275
2295,Cherepo,95,27.687536239624023,0.03981392830610275
2295,Cherepo,96,27.657535552978516,0.03981392830610275
2295,Cherepo,97,27.617536544799805,0.03981392830610275
2295,Cherepo,98,27.587535858154297,0.03981392830610275
2295,Cherepo,99,27.547536849975586,0.03981392830610275
