SITE_ID,SITE,yDay,TEMP,TEMP.es
1011,Fitzroy Island,1,28.567537307739258,0.03981392830610275
1011,Fitzroy Island,2,28.587535858154297,0.03981392830610275
1011,Fitzroy Island,3,28.617536544799805,0.049813926219940186
1011,Fitzroy Island,4,28.637537002563477,0.049813926219940186
1011,Fitzroy Island,5,28.66753578186035,0.049813926219940186
1011,Fitzroy Island,6,28.687536239624023,0.049813926219940186
1011,Fitzroy Island,7,28.707536697387695,0.049813926219940186
1011,Fitzroy Island,8,28.727537155151367,0.049813926219940186
1011,Fitzroy Island,9,28.747535705566406,0.049813926219940186
1011,Fitzroy Island,10,28.767536163330078,0.049813926219940186
1011,Fitzroy Island,11,28.78753662109375,0.049813926219940186
1011,Fitzroy Island,12,28.807537078857422,0.049813926219940186
1011,Fitzroy Island,13,28.82753562927246,0.049813926219940186
1011,Fitzroy Island,14,28.837535858154297,0.049813926219940186
1011,Fitzroy Island,15,28.85753631591797,0.049813926219940186
1011,Fitzroy Island,16,28.87753677368164,0.049813926219940186
1011,Fitzroy Island,17,28.887537002563477,0.049813926219940186
1011,Fitzroy Island,18,28.897537231445312,0.049813926219940186
1011,Fitzroy Island,19,28.91753578186035,0.049813926219940186
1011,Fitzroy Island,20,28.927536010742188,0.049813926219940186
1011,Fitzroy Island,21,28.937536239624023,0.049813926219940186
1011,Fitzroy Island,22,28.94753646850586,0.049813926219940186
1011,Fitzroy Island,23,28.957536697387695,0.049813926219940186
1011,Fitzroy Island,24,28.96753692626953,0.049813926219940186
1011,Fitzroy Island,25,28.977537155151367,0.049813926219940186
1011,Fitzroy Island,26,28.98753547668457,0.049813926219940186
1011,Fitzroy Island,27,28.98753547668457,0.049813926219940186
1011,Fitzroy Island,28,28.997535705566406,0.049813926219940186
1011,Fitzroy Island,29,29.007535934448242,0.049813926219940186
1011,Fitzroy Island,30,29.007535934448242,0.049813926219940186
1011,Fitzroy Island,31,29.007535934448242,0.03981392830610275
1011,Fitzroy Island,32,29.017536163330078,0.03981392830610275
1011,Fitzroy Island,33,29.017536163330078,0.03981392830610275
1011,Fitzroy Island,34,29.017536163330078,0.03981392830610275
1011,Fitzroy Island,35,29.017536163330078,0.03981392830610275
1011,Fitzroy Island,36,29.017536163330078,0.03981392830610275
1011,Fitzroy Island,37,29.017536163330078,0.03981392830610275
1011,Fitzroy Island,38,29.007535934448242,0.03981392830610275
1011,Fitzroy Island,39,29.007535934448242,0.03981392830610275
1011,Fitzroy Island,40,28.997535705566406,0.03981392830610275
1011,Fitzroy Island,41,28.997535705566406,0.03981392830610275
1011,Fitzroy Island,42,28.98753547668457,0.03981392830610275
1011,Fitzroy Island,43,28.98753547668457,0.03981392830610275
1011,Fitzroy Island,44,28.977537155151367,0.03981392830610275
1011,Fitzroy Island,45,28.96753692626953,0.03981392830610275
1011,Fitzroy Island,46,28.957536697387695,0.03981392830610275
1011,Fitzroy Island,47,28.94753646850586,0.03981392830610275
1011,Fitzroy Island,48,28.937536239624023,0.03981392830610275
1011,Fitzroy Island,49,28.927536010742188,0.03981392830610275
1011,Fitzroy Island,50,28.907535552978516,0.03981392830610275
1011,Fitzroy Island,51,28.897537231445312,0.03981392830610275
1011,Fitzroy Island,52,28.87753677368164,0.03981392830610275
1011,Fitzroy Island,53,28.867536544799805,0.03981392830610275
1011,Fitzroy Island,54,28.847536087036133,0.03981392830610275
1011,Fitzroy Island,55,28.82753562927246,0.03981392830610275
1011,Fitzroy Island,56,28.817535400390625,0.03981392830610275
1011,Fitzroy Island,57,28.797536849975586,0.03981392830610275
1011,Fitzroy Island,58,28.777536392211914,0.03981392830610275
