SITE_ID,SITE,LONGITUDE,LATITUDE,climFileName
1045,Snapper Island North,147.73229637193438,-18.18576422582417,SnapperIslandNorth_clim-SSTAARS.csv
1047,Chicken Reef,147.73229637193438,-18.18576422582417,ChickenReef_clim-SSTAARS.csv
1057,Hook Island,147.73229637193438,-18.18576422582417,HookIsland_clim-SSTAARS.csv
1058,Shute and Tancred Islands,147.73229637193438,-18.18576422582417,ShuteandTancredIslands_clim-SSTAARS.csv
1059,King Reef,147.73229637193438,-18.18576422582417,KingReef_clim-SSTAARS.csv
1060,Northeast Reef,147.73229637193438,-18.18576422582417,NortheastReef_clim-SSTAARS.csv
1061,Goble Reef,147.73229637193438,-18.18576422582417,GobleReef_clim-SSTAARS.csv
1062,20-344 Reef,147.73229637193438,-18.18576422582417,20-344Reef_clim-SSTAARS.csv
1066,Lady Elliot Reef,147.73229637193438,-18.18576422582417,LadyElliotReef_clim-SSTAARS.csv
1070,Flinders Reef,147.73229637193438,-18.18576422582417,FlindersReef_clim-SSTAARS.csv
1075,Havannah Island,147.73229637193438,-18.18576422582417,HavannahIsland_clim-SSTAARS.csv
1121,Marion Reef,147.73229637193438,-18.18576422582417,MarionReef_clim-SSTAARS.csv
1122,Holmes Reef,147.73229637193438,-18.18576422582417,HolmesReef_clim-SSTAARS.csv
1123,Bougainville Reef,147.73229637193438,-18.18576422582417,BougainvilleReef_clim-SSTAARS.csv
1125,Elusive Reef,147.73229637193438,-18.18576422582417,ElusiveReef_clim-SSTAARS.csv
1126,Creal Reef,147.73229637193438,-18.18576422582417,CrealReef_clim-SSTAARS.csv
1166,Lizard Island,147.73229637193438,-18.18576422582417,LizardIsland_clim-SSTAARS.csv
1995,Linnet Reef,147.73229637193438,-18.18576422582417,LinnetReef_clim-SSTAARS.csv
1996,North Direction Island,147.73229637193438,-18.18576422582417,NorthDirectionIsland_clim-SSTAARS.csv
2015,Thetford Reef,147.73229637193438,-18.18576422582417,ThetfordReef_clim-SSTAARS.csv
2256,Chinaman Reef,147.73229637193438,-18.18576422582417,ChinamanReef_clim-SSTAARS.csv
2257,Snake Reef,147.73229637193438,-18.18576422582417,SnakeReef_clim-SSTAARS.csv
2295,Cherepo,147.73229637193438,-18.18576422582417,Cherepo_clim-SSTAARS.csv
2560,19-131 Reef,147.73229637193438,-18.18576422582417,19-131Reef_clim-SSTAARS.csv
2561,19-138 Reef,147.73229637193438,-18.18576422582417,19-138Reef_clim-SSTAARS.csv
2562,19-159 Reef,147.73229637193438,-18.18576422582417,19-159Reef_clim-SSTAARS.csv
2563,Hyde Reef,147.73229637193438,-18.18576422582417,HydeReef_clim-SSTAARS.csv
2564,20-104 Reef,147.73229637193438,-18.18576422582417,20-104Reef_clim-SSTAARS.csv
2565,Langford Island,147.73229637193438,-18.18576422582417,LangfordIsland_clim-SSTAARS.csv
2566,Rebe Reef,147.73229637193438,-18.18576422582417,RebeReef_clim-SSTAARS.csv
2567,Border Island,147.73229637193438,-18.18576422582417,BorderIsland_clim-SSTAARS.csv
2681,Small Lagoon Reef,147.73229637193438,-18.18576422582417,SmallLagoonReef_clim-SSTAARS.csv
2682,21-245 Reef,147.73229637193438,-18.18576422582417,21-245Reef_clim-SSTAARS.csv
2683,21-278 Reef,147.73229637193438,-18.18576422582417,21-278Reef_clim-SSTAARS.csv
2684,21-296 Reef,147.73229637193438,-18.18576422582417,21-296Reef_clim-SSTAARS.csv
