SITE_ID,SITE,yDay,TEMP,TEMP.es
10007,Myrmidon Reef,1,28.457536697387695,0.03981392830610275
10007,Myrmidon Reef,2,28.48753547668457,0.03981392830610275
10007,Myrmidon Reef,3,28.507535934448242,0.03981392830610275
10007,Myrmidon Reef,4,28.527536392211914,0.049813926219940186
10007,Myrmidon Reef,5,28.547536849975586,0.049813926219940186
10007,Myrmidon Reef,6,28.57753562927246,0.049813926219940186
10007,Myrmidon Reef,7,28.597536087036133,0.049813926219940186
10007,Myrmidon Reef,8,28.617536544799805,0.049813926219940186
10007,Myrmidon Reef,9,28.637537002563477,0.049813926219940186
10007,Myrmidon Reef,10,28.657535552978516,0.049813926219940186
10007,Myrmidon Reef,11,28.66753578186035,0.049813926219940186
10007,Myrmidon Reef,12,28.687536239624023,0.049813926219940186
10007,Myrmidon Reef,13,28.707536697387695,0.049813926219940186
10007,Myrmidon Reef,14,28.727537155151367,0.049813926219940186
10007,Myrmidon Reef,15,28.73753547668457,0.049813926219940186
10007,Myrmidon Reef,16,28.757535934448242,0.049813926219940186
10007,Myrmidon Reef,17,28.767536163330078,0.049813926219940186
10007,Myrmidon Reef,18,28.78753662109375,0.049813926219940186
10007,Myrmidon Reef,19,28.797536849975586,0.049813926219940186
10007,Myrmidon Reef,20,28.817535400390625,0.049813926219940186
10007,Myrmidon Reef,21,28.82753562927246,0.049813926219940186
10007,Myrmidon Reef,22,28.837535858154297,0.049813926219940186
10007,Myrmidon Reef,23,28.847536087036133,0.049813926219940186
10007,Myrmidon Reef,24,28.867536544799805,0.049813926219940186
10007,Myrmidon Reef,25,28.87753677368164,0.049813926219940186
10007,Myrmidon Reef,26,28.887537002563477,0.049813926219940186
10007,Myrmidon Reef,27,28.887537002563477,0.049813926219940186
10007,Myrmidon Reef,28,28.897537231445312,0.049813926219940186
10007,Myrmidon Reef,29,28.907535552978516,0.049813926219940186
10007,Myrmidon Reef,30,28.91753578186035,0.03981392830610275
10007,Myrmidon Reef,31,28.91753578186035,0.03981392830610275
10007,Myrmidon Reef,32,28.927536010742188,0.03981392830610275
10007,Myrmidon Reef,33,28.927536010742188,0.03981392830610275
10007,Myrmidon Reef,34,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,35,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,36,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,37,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,38,28.94753646850586,0.03981392830610275
10007,Myrmidon Reef,39,28.94753646850586,0.03981392830610275
10007,Myrmidon Reef,40,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,41,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,42,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,43,28.937536239624023,0.03981392830610275
10007,Myrmidon Reef,44,28.927536010742188,0.03981392830610275
10007,Myrmidon Reef,45,28.927536010742188,0.03981392830610275
10007,Myrmidon Reef,46,28.91753578186035,0.03981392830610275
10007,Myrmidon Reef,47,28.907535552978516,0.03981392830610275
10007,Myrmidon Reef,48,28.897537231445312,0.03981392830610275
10007,Myrmidon Reef,49,28.897537231445312,0.03981392830610275
10007,Myrmidon Reef,50,28.887537002563477,0.03981392830610275
10007,Myrmidon Reef,51,28.867536544799805,0.03981392830610275
10007,Myrmidon Reef,52,28.85753631591797,0.03981392830610275
10007,Myrmidon Reef,53,28.847536087036133,0.03981392830610275
10007,Myrmidon Reef,54,28.837535858154297,0.03981392830610275
10007,Myrmidon Reef,55,28.817535400390625,0.03981392830610275
10007,Myrmidon Reef,56,28.807537078857422,0.03981392830610275
10007,Myrmidon Reef,57,28.78753662109375,0.03981392830610275
10007,Myrmidon Reef,58,28.767536163330078,0.03981392830610275
10007,Myrmidon Reef,59,28.757535934448242,0.03981392830610275
10007,Myrmidon Reef,60,28.73753547668457,0.03981392830610275
10007,Myrmidon Reef,61,28.71753692626953,0.03981392830610275
10007,Myrmidon Reef,62,28.69753646850586,0.03981392830610275
10007,Myrmidon Reef,63,28.66753578186035,0.03981392830610275
10007,Myrmidon Reef,64,28.647537231445312,0.03981392830610275
10007,Myrmidon Reef,65,28.62753677368164,0.03981392830610275
10007,Myrmidon Reef,66,28.60753631591797,0.03981392830610275
10007,Myrmidon Reef,67,28.57753562927246,0.03981392830610275
10007,Myrmidon Reef,68,28.557537078857422,0.03981392830610275
10007,Myrmidon Reef,69,28.527536392211914,0.03981392830610275
10007,Myrmidon Reef,70,28.497535705566406,0.03981392830610275
10007,Myrmidon Reef,71,28.46753692626953,0.03981392830610275
10007,Myrmidon Reef,72,28.44753646850586,0.03981392830610275
10007,Myrmidon Reef,73,28.41753578186035,0.03981392830610275
10007,Myrmidon Reef,74,28.387537002563477,0.03981392830610275
10007,Myrmidon Reef,75,28.35753631591797,0.03981392830610275
10007,Myrmidon Reef,76,28.32753562927246,0.03981392830610275
10007,Myrmidon Reef,77,28.297536849975586,0.03981392830610275
10007,Myrmidon Reef,78,28.257535934448242,0.03981392830610275
